Name,PSNR-RGB,PSNR-Y,Weighted-PSNR-YUV,SSIM,MSE,TimeTaken
156065.jpg,23.41658454,24.72889187,30.02665218,0.588006442,0.003365974,0.003022671
108005.jpg,24.48972213,25.79527385,30.4826904,0.746446281,0.002633132,0.002700567
108082.jpg,25.76895809,27.11514554,32.44236454,0.794182158,0.001943057,0.003914118
86068.jpg,25.56903608,26.89587437,31.91083594,0.576154762,0.002043678,0.004638195
167062.jpg,29.84338122,31.13753369,36.38608584,0.877799576,0.000769567,0.00398469
86016.jpg,20.57868557,21.90327166,29.37494394,0.342546809,0.00645168,0.003677607
42012.jpg,28.32015935,29.64161738,35.45199026,0.821856178,0.001086021,0.002791405
3096.jpg,36.88157845,38.23895812,42.13195752,0.973967492,0.000150004,0.002528906
62096.jpg,23.58855579,24.99421889,30.44318512,0.766425513,0.00316649,0.004181385
108070.jpg,21.59077082,22.89977059,28.15064913,0.60833774,0.005128885,0.002603054
85048.jpg,23.93466542,25.29297561,30.46716567,0.711230754,0.002955986,0.00407958
241004.jpg,30.39666283,31.75844817,36.58905094,0.839541212,0.000667045,0.00256443
253055.jpg,30.46376772,31.80443658,36.01290115,0.836665088,0.000660019,0.004047871
385039.jpg,22.24996046,23.58646954,29.68202232,0.680113243,0.004378779,0.00369978
208001.jpg,26.91630585,28.194232,32.25045399,0.751516394,0.001515573,0.003697634
302008.jpg,29.95365848,31.36846307,36.27082151,0.937515125,0.000729716,0.004002333
148089.jpg,22.12044122,23.41442658,28.51583307,0.62577235,0.004555723,0.004142523
19021.jpg,25.11773023,26.49732407,31.68943452,0.744303181,0.002240101,0.004153013
33039.jpg,19.48293269,20.79247126,27.75935327,0.612994936,0.008332069,0.002630472
69020.jpg,25.70104781,27.07006099,32.56722712,0.585790633,0.001963333,0.004158497
119082.jpg,22.5176876,23.81552713,29.5337758,0.695941938,0.004153816,0.003647804
45096.jpg,33.45003709,35.01828566,38.23214607,0.930182969,0.000314899,0.002735138
42049.jpg,29.43038133,30.76582195,35.4799241,0.933954262,0.000838335,0.004096508
