Name,PSNR-RGB,PSNR-Y,Weighted-PSNR-YUV,SSIM,MSE,TimeTaken
comic.bmp,23.17493889,24.80752163,27.86337615,0.824798159,0.003305581,0.002656937
bridge.bmp,25.32095253,25.32095253,25.32095253,0.752435265,0.002937005,0.00372529
man.bmp,27.1975346,28.51207745,inf,0.8247057,0.001408615,0.006106377
face.bmp,30.43023093,33.60362791,35.03155474,0.842659933,0.000436151,0.002637386
coastguard.bmp,26.02098985,27.3523618,34.27274665,0.690441727,0.001839771,0.003798962
foreman.bmp,32.8761992,34.54961514,37.82757753,0.945588247,0.000350783,0.00237751
flowers.bmp,26.97238747,29.45132282,31.03552597,0.874633504,0.001134665,0.003373384
zebra.bmp,27.62176291,29.0001931,33.7084586,0.870582174,0.001258869,0.005547285
ppt3.bmp,25.0933043,26.92430004,29.43763538,0.939300888,0.002030346,0.006233931
pepper.bmp,31.33730749,34.83784484,35.63634539,0.901180182,0.000328258,0.005938292
monarch.bmp,32.11499872,33.61586098,37.07233581,0.956820215,0.000434925,0.007367611
baboon.bmp,21.55195978,23.71790431,25.52043306,0.651697203,0.004248245,0.005034208
barbara.bmp,24.89626259,26.43499963,30.11841056,0.794560839,0.00227248,0.005487204
lenna.bmp,31.23123858,33.70920444,35.21783708,0.898099016,0.000425676,0.005721092
